Organization,Repository,Language,Selected,Reasons for exclusion
fantasyland,fantasy-land,JavaScript,FALSE,contributing size < 0.5kB.
gotwarlost,istanbul,JavaScript,FALSE,contributing is missing.
didi,cube-ui,JavaScript,TRUE,
bailicangdu,vue2-happyfri,JavaScript,FALSE,contributing is missing.
microsoft,ChakraCore,JavaScript,TRUE,
Nickersoft,push.js,JavaScript,TRUE,
aksakalli,gtop,JavaScript,FALSE,contributing size < 0.5kB.
FormidableLabs,radium,JavaScript,TRUE,
gka,chroma.js,JavaScript,FALSE,contributing is missing.
jakesgordon,javascript-state-machine,JavaScript,TRUE,
ethereum,mist,JavaScript,TRUE,
antvis,F2,JavaScript,TRUE,
kleampa,not-paid,JavaScript,FALSE,contributing is missing.
openlayers,openlayers,JavaScript,TRUE,
metricsgraphics,metrics-graphics,JavaScript,FALSE,contributing is missing.
kimmobrunfeldt,progressbar.js,JavaScript,TRUE,
electron,electron-packager,JavaScript,TRUE,
humanwhocodes,computer-science-in-javascript,JavaScript,FALSE,contributing is missing.
bradtraversy,vanillawebprojects,JavaScript,FALSE,contributing is missing.
OwlCarousel2,OwlCarousel2,JavaScript,TRUE,
qishibo,AnotherRedisDesktopManager,JavaScript,FALSE,contributing is missing.
timarney,react-app-rewired,JavaScript,FALSE,contributing is missing.
marionettejs,backbone.marionette,JavaScript,TRUE,
vladikoff,chromeos-apk,JavaScript,FALSE,contributing is missing.
hpneo,gmaps,JavaScript,TRUE,
dc-js,dc.js,JavaScript,TRUE,
visionmedia,page.js,JavaScript,FALSE,contributing is missing.
yemount,pose-animator,JavaScript,TRUE,
novus,nvd3,JavaScript,FALSE,contributing is missing.
jprichardson,node-fs-extra,JavaScript,FALSE,contributing is missing.
olivernn,lunr.js,JavaScript,TRUE,
bramp,js-sequence-diagrams,JavaScript,FALSE,contributing is missing.
stefanpenner,es6-promise,JavaScript,FALSE,contributing is missing.
qiao,PathFinding.js,JavaScript,FALSE,contributing is missing.
adrai,flowchart.js,JavaScript,FALSE,contributing is missing.
apollographql,react-apollo,JavaScript,TRUE,
beautify-web,js-beautify,JavaScript,TRUE,
shekhargulati,52-technologies-in-2016,JavaScript,FALSE,contributing is missing.
Pikaday,Pikaday,JavaScript,FALSE,contributing is missing.
chaijs,chai,JavaScript,TRUE,
es-shims,es5-shim,JavaScript,FALSE,contributing is missing.
davidsonfellipe,awesome-wpo,JavaScript,FALSE,contributing is missing.
protobufjs,protobuf.js,JavaScript,FALSE,contributing is missing.
gskinner,regexr,JavaScript,FALSE,contributing is missing.
ethereumbook,ethereumbook,JavaScript,TRUE,
alyssaxuu,flowy,JavaScript,FALSE,contributing is missing.
sql-js,sql.js,JavaScript,FALSE,contributing is missing.
thebird,Swipe,JavaScript,FALSE,contributing is missing.
single-spa,single-spa,JavaScript,FALSE,contributing size < 0.5kB.
bailicangdu,react-pxq,JavaScript,FALSE,contributing is missing.
cytoscape,cytoscape.js,JavaScript,TRUE,
brave,brave-browser,JavaScript,TRUE,
responsively-org,responsively-app,JavaScript,FALSE,contributing is missing.
majodev,google-webfonts-helper,JavaScript,FALSE,contributing is missing.
rawgraphs,raw,JavaScript,TRUE,
sockjs,sockjs-client,JavaScript,FALSE,contributing is missing.
github,opensource.guide,JavaScript,TRUE,
r-spacex,SpaceX-API,JavaScript,FALSE,contributing is missing.
11ty,eleventy,JavaScript,FALSE,contributing is missing.
briangonzalez,jquery.adaptive-backgrounds.js,JavaScript,TRUE,
mayswind,AriaNg,JavaScript,FALSE,contributing is missing.
hilongjw,vue-lazyload,JavaScript,FALSE,contributing is missing.
gridsome,gridsome,JavaScript,FALSE,contributing is missing.
ptomasroos,react-native-scrollable-tab-view,JavaScript,FALSE,contributing is missing.
grommet,grommet,JavaScript,TRUE,
umdjs,umd,JavaScript,FALSE,contributing is missing.
yannickcr,eslint-plugin-react,JavaScript,FALSE,contributing size < 0.5kB.
ReactTraining,history,JavaScript,TRUE,
redux-utilities,redux-actions,JavaScript,FALSE,contributing is missing.
isaacs,node-glob,JavaScript,FALSE,contributing size < 0.5kB.
discordjs,discord.js,JavaScript,TRUE,
tumobi,nideshop-mini-program,JavaScript,FALSE,contributing is missing.
shutterstock,rickshaw,JavaScript,TRUE,
listen1,listen1_chrome_extension,JavaScript,FALSE,contributing is missing.
filamentgroup,loadCSS,JavaScript,TRUE,
choojs,choo,JavaScript,FALSE,contributing size < 0.5kB.
nextapps-de,flexsearch,JavaScript,FALSE,contributing is missing.
Famous,famous,JavaScript,TRUE,
vitalets,x-editable,JavaScript,TRUE,
webpack,webpack-dev-server,JavaScript,TRUE,
swagger-api,swagger-editor,JavaScript,FALSE,contributing is missing.
google,lovefield,JavaScript,TRUE,
fontello,fontello,JavaScript,TRUE,
madrobby,keymaster,JavaScript,FALSE,contributing is missing.
foliojs,pdfkit,JavaScript,TRUE,
acornjs,acorn,JavaScript,FALSE,contributing is missing.
bitwiseshiftleft,sjcl,JavaScript,FALSE,contributing is missing.
alexfoxy,lax.js,JavaScript,FALSE,contributing is missing.
leon-ai,leon,JavaScript,TRUE,
paulmillr,chokidar,JavaScript,FALSE,contributing is missing.
mozilla,nunjucks,JavaScript,TRUE,
fancyapps,fancybox,JavaScript,FALSE,contributing is missing.
Nozbe,WatermelonDB,JavaScript,TRUE,
rethinkdb,horizon,JavaScript,TRUE,
GoogleChrome,chrome-app-samples,JavaScript,TRUE,
jonobr1,two.js,JavaScript,FALSE,contributing is missing.
sbstjn,timesheet.js,JavaScript,FALSE,contributing is missing.
novnc,noVNC,JavaScript,FALSE,contributing is missing.
NeXTs,Clusterize.js,JavaScript,FALSE,contributing is missing.
Eonasdan,bootstrap-datetimepicker,JavaScript,TRUE,
cazala,synaptic,JavaScript,FALSE,contributing is missing.
needim,noty,JavaScript,FALSE,contributing is missing.
agenda,agenda,JavaScript,FALSE,contributing is missing.
rebassjs,rebass,JavaScript,FALSE,contributing size < 0.5kB.
LeaVerou,awesomplete,JavaScript,TRUE,
wix,Detox,JavaScript,FALSE,contributing is missing.
brunch,brunch,JavaScript,TRUE,
mleibman,SlickGrid,JavaScript,FALSE,contributing is missing.
zhukov,webogram,JavaScript,TRUE,
carpedm20,DCGAN-tensorflow,JavaScript,FALSE,contributing is missing.
matthew-andrews,isomorphic-fetch,JavaScript,FALSE,contributing is missing.
KELiON,cerebro,JavaScript,FALSE,contributing is missing.
flightjs,flight,JavaScript,TRUE,
alibaba,rax,JavaScript,TRUE,
zeroclipboard,zeroclipboard,JavaScript,TRUE,
alibaba,anyproxy,JavaScript,FALSE,contributing is missing.
mrdoob,stats.js,JavaScript,FALSE,contributing is missing.
jsfiddle,togetherjs,JavaScript,TRUE,
tiff,wysihtml5,JavaScript,FALSE,contributing is missing.
kelektiv,node-cron,JavaScript,FALSE,contributing is missing.
realm,jazzy,JavaScript,TRUE,
reach,router,JavaScript,FALSE,contributing size < 0.5kB.
gregberge,svgr,JavaScript,TRUE,
Freeboard,freeboard,JavaScript,FALSE,contributing is missing.
1c7,Crash-Course-Computer-Science-Chinese,JavaScript,FALSE,contributing is missing.
bookshelf,bookshelf,JavaScript,TRUE,
signalapp,Signal-Desktop,JavaScript,TRUE,
terkelg,prompts,JavaScript,FALSE,contributing is missing.
final-form,react-final-form,JavaScript,TRUE,
dtao,lazy.js,JavaScript,TRUE,
RockstarLang,rockstar,JavaScript,TRUE,
mgcrea,angular-strap,JavaScript,TRUE,
jquery,sizzle,JavaScript,TRUE,
ElemeFE,v-charts,JavaScript,TRUE,
webdriverio,webdriverio,JavaScript,TRUE,
yeoman,generator-angular,JavaScript,TRUE,
expressjs,morgan,JavaScript,FALSE,contributing is missing.
TalAter,annyang,JavaScript,TRUE,
redux-offline,redux-offline,JavaScript,FALSE,contributing is missing.
pinojs,pino,JavaScript,TRUE,
liftoff,GateOne,JavaScript,FALSE,contributing is missing.
STRML,react-draggable,JavaScript,FALSE,contributing is missing.
jsplumb,jsplumb,JavaScript,FALSE,contributing is missing.
notwaldorf,tiny-care-terminal,JavaScript,FALSE,contributing is missing.
decosoftware,deco-ide,JavaScript,TRUE,
surmon-china,vue-quill-editor,JavaScript,FALSE,contributing is missing.
eip-work,kuboard-press,JavaScript,FALSE,contributing is missing.
flot,flot,JavaScript,TRUE,
wilsonpage,fastdom,JavaScript,FALSE,contributing is missing.
RubyLouvre,avalon,JavaScript,FALSE,contributing is missing.
formium,tsdx,JavaScript,TRUE,
wix,react-native-calendars,JavaScript,FALSE,contributing is missing.
yiminghe,async-validator,JavaScript,FALSE,contributing is missing.
MoOx,postcss-cssnext,JavaScript,TRUE,
Rich-Harris,ramjet,JavaScript,TRUE,
imakewebthings,deck.js,JavaScript,FALSE,contributing is missing.
techfort,LokiJS,JavaScript,TRUE,
Vincit,objection.js,JavaScript,FALSE,contributing is missing.
enquirer,enquirer,JavaScript,TRUE,
kautukkundan,Awesome-Profile-README-templates,JavaScript,FALSE,contributing is missing.
trazyn,weweChat,JavaScript,FALSE,contributing is missing.
davidmerfield,randomColor,JavaScript,FALSE,contributing is missing.
node-fetch,node-fetch,JavaScript,FALSE,contributing is missing.
facebookarchive,Keyframes,JavaScript,TRUE,
sindresorhus,np,JavaScript,FALSE,contributing is missing.
garris,BackstopJS,JavaScript,FALSE,contributing size < 0.5kB.
substack,tape,JavaScript,FALSE,contributing is missing.
ExactTarget,fuelux,JavaScript,TRUE,
samyk,poisontap,JavaScript,FALSE,contributing is missing.
sergeche,emmet-sublime,JavaScript,TRUE,
rlidwka,sinopia,JavaScript,FALSE,contributing is missing.
oldboyxx,jira_clone,JavaScript,FALSE,contributing size < 0.5kB.
shentao,vue-multiselect,JavaScript,FALSE,contributing is missing.
angular-ui,ui-grid,JavaScript,TRUE,
benhmoore,Knwl.js,JavaScript,FALSE,contributing is missing.
i18next,react-i18next,JavaScript,FALSE,contributing is missing.
webslides,WebSlides,JavaScript,FALSE,contributing is missing.
zouhir,jarvis,JavaScript,FALSE,contributing is missing.
matthewmueller,x-ray,JavaScript,FALSE,contributing is missing.
dthree,vorpal,JavaScript,FALSE,contributing is missing.
amejiarosario,dsa.js-data-structures-algorithms-javascript,JavaScript,TRUE,
chieffancypants,angular-loading-bar,JavaScript,TRUE,
lebab,lebab,JavaScript,FALSE,contributing is missing.
jquery-form,form,JavaScript,TRUE,
egoist,poi,JavaScript,FALSE,contributing is missing.
MoePlayer,APlayer,JavaScript,FALSE,contributing is missing.
developit,microbundle,JavaScript,FALSE,contributing is missing.
jackocnr,intl-tel-input,JavaScript,TRUE,
expressjs,session,JavaScript,FALSE,contributing is missing.
woocommerce,FlexSlider,JavaScript,TRUE,
pomber,code-surfer,JavaScript,TRUE,
ecomfe,vue-echarts,JavaScript,FALSE,contributing is missing.
benoitvallon,react-native-nw-react-calculator,JavaScript,FALSE,contributing is missing.
wix,react-native-interactable,JavaScript,FALSE,contributing is missing.
heelhook,chardin.js,JavaScript,FALSE,contributing is missing.
vuejs,vue-apollo,JavaScript,FALSE,contributing size < 0.5kB.
andrewngu,sound-redux,JavaScript,FALSE,contributing is missing.
lokesh,lightbox2,JavaScript,FALSE,contributing is missing.
timqian,chinese-independent-blogs,JavaScript,FALSE,contributing is missing.
sindresorhus,query-string,JavaScript,FALSE,contributing is missing.
kbrsh,moon,JavaScript,TRUE,
paulhodel,jexcel,JavaScript,FALSE,contributing is missing.
kentcdodds,cross-env,JavaScript,TRUE,
tommoor,tinycon,JavaScript,FALSE,contributing is missing.
isomorphic-git,isomorphic-git,JavaScript,TRUE,
node-webot,wechat,JavaScript,FALSE,contributing is missing.
sintaxi,harp,JavaScript,TRUE,
doublespeakgames,adarkroom,JavaScript,TRUE,
square,cubism,JavaScript,FALSE,contributing is missing.
lorenwest,node-config,JavaScript,FALSE,contributing is missing.
hql287,Manta,JavaScript,TRUE,
meanjs,mean,JavaScript,TRUE,
arachnys,cabot,JavaScript,FALSE,contributing is missing.
MikeMcl,bignumber.js,JavaScript,FALSE,contributing is missing.
denysdovhan,bash-handbook,JavaScript,FALSE,contributing is missing.
babel,minify,JavaScript,TRUE,
viljamis,responsive-nav.js,JavaScript,TRUE,
Bogdan-Lyashenko,Under-the-hood-ReactJS,JavaScript,FALSE,contributing is missing.
aui,font-spider,JavaScript,FALSE,contributing is missing.
lukeed,polka,JavaScript,FALSE,contributing is missing.
VPenkov,okayNav,JavaScript,FALSE,contributing is missing.
ternjs,tern,JavaScript,TRUE,
amireh,happypack,JavaScript,FALSE,contributing is missing.
CookPete,react-player,JavaScript,TRUE,
mathiasbynens,jquery-placeholder,JavaScript,FALSE,contributing size < 0.5kB.
ix64,unlock-music,JavaScript,FALSE,contributing is missing.
btford,write-good,JavaScript,FALSE,contributing is missing.
totaljs,framework,JavaScript,FALSE,contributing is missing.
webpack-contrib,extract-text-webpack-plugin,JavaScript,FALSE,contributing is missing.
HubSpot,messenger,JavaScript,FALSE,contributing is missing.
malihu,malihu-custom-scrollbar-plugin,JavaScript,FALSE,contributing is missing.
jagenjo,webglstudio.js,JavaScript,FALSE,contributing is missing.
wechat-miniprogram,miniprogram-demo,JavaScript,FALSE,contributing is missing.
maicki,why-did-you-update,JavaScript,TRUE,
socketio,engine.io,JavaScript,FALSE,contributing is missing.
node-apn,node-apn,JavaScript,FALSE,contributing is missing.
ml5js,ml5-library,JavaScript,TRUE,
chjj,tty.js,JavaScript,FALSE,contributing is missing.
fat,zoom.js,JavaScript,FALSE,contributing is missing.
textAngular,textAngular,JavaScript,TRUE,
fuse-box,fuse-box,JavaScript,FALSE,contributing is missing.
ngbp,ngbp,JavaScript,TRUE,
conventional-changelog,standard-version,JavaScript,FALSE,contributing is missing.
makeusabrew,bootbox,JavaScript,TRUE,
krakenjs,kraken-js,JavaScript,TRUE,
microsoft,TypeScript-Handbook,JavaScript,FALSE,contributing size < 0.5kB.
uber,baseweb,JavaScript,TRUE,
reactjs,reactjs.org,JavaScript,TRUE,
developit,unfetch,JavaScript,FALSE,contributing is missing.
jonschlinkert,remarkable,JavaScript,FALSE,contributing size < 0.5kB.
yuche,vue-strap,JavaScript,FALSE,contributing is missing.
muhammederdem,vue-interactive-paycard,JavaScript,FALSE,contributing is missing.
madhums,node-express-mongoose-demo,JavaScript,FALSE,contributing is missing.
dataarts,dat.gui,JavaScript,FALSE,contributing is missing.
apsdehal,awesome-ctf,JavaScript,TRUE,
fabiospampinato,cash,JavaScript,FALSE,contributing is missing.
golden-layout,golden-layout,JavaScript,FALSE,contributing is missing.
davidjbradshaw,iframe-resizer,JavaScript,TRUE,
faisalman,ua-parser-js,JavaScript,FALSE,contributing is missing.
HuddleEng,PhantomCSS,JavaScript,FALSE,contributing is missing.
kartik-v,bootstrap-fileinput,JavaScript,TRUE,
transcranial,keras-js,JavaScript,FALSE,contributing is missing.
tumobi,nideshop,JavaScript,FALSE,contributing is missing.
mycolorway,simditor,JavaScript,FALSE,contributing is missing.
googleanalytics,autotrack,JavaScript,TRUE,
contra,react-responsive,JavaScript,FALSE,contributing is missing.
imfunniee,gitfolio,JavaScript,FALSE,contributing is missing.
jamiebuilds,spectacle-code-slide,JavaScript,FALSE,contributing is missing.
winjs,winjs,JavaScript,TRUE,
koajs,examples,JavaScript,FALSE,contributing is missing.
cambecc,earth,JavaScript,FALSE,contributing is missing.
marmelab,ng-admin,JavaScript,FALSE,contributing is missing.
jakearchibald,svgomg,JavaScript,FALSE,contributing is missing.
AlexNisnevich,untrusted,JavaScript,FALSE,contributing is missing.
rishabhp,bideo.js,JavaScript,FALSE,contributing is missing.
cowbell,sharedrop,JavaScript,FALSE,contributing is missing.
CodeboxIDE,codebox,JavaScript,TRUE,
welldone-software,why-did-you-render,JavaScript,FALSE,contributing is missing.
lrsjng,h5ai,JavaScript,FALSE,contributing is missing.
webpack-contrib,mini-css-extract-plugin,JavaScript,TRUE,
yui,yui3,JavaScript,TRUE,
Jasonette,JASONETTE-iOS,JavaScript,TRUE,
dieulot,instantclick,JavaScript,TRUE,
GoogleChromeLabs,sw-precache,JavaScript,FALSE,contributing is missing.
fruitcake,laravel-cors,JavaScript,FALSE,contributing is missing.
LogRocket,redux-logger,JavaScript,FALSE,contributing is missing.
davatron5000,Lettering.js,JavaScript,TRUE,
veltman,flubber,JavaScript,FALSE,contributing is missing.
aemkei,jsfuck,JavaScript,FALSE,contributing is missing.
hotoo,pinyin,JavaScript,FALSE,contributing is missing.
rtfeldman,seamless-immutable,JavaScript,FALSE,contributing is missing.
konvajs,konva,JavaScript,FALSE,contributing is missing.
moroshko,react-autosuggest,JavaScript,FALSE,contributing size < 0.5kB.
vuelidate,vuelidate,JavaScript,TRUE,
pa7,heatmap.js,JavaScript,FALSE,contributing is missing.
santinic,how2,JavaScript,FALSE,contributing is missing.
chancejs,chancejs,JavaScript,FALSE,contributing is missing.
syntaxhighlighter,syntaxhighlighter,JavaScript,FALSE,contributing is missing.
daniel-lundin,snabbt.js,JavaScript,FALSE,contributing is missing.
balderdashy,waterline,JavaScript,TRUE,
NervJS,nerv,JavaScript,FALSE,contributing is missing.
bigbluebutton,bigbluebutton,JavaScript,FALSE,contributing is missing.
Hashnode,mern-starter,JavaScript,FALSE,contributing is missing.
beefproject,beef,JavaScript,TRUE,
xojs,xo,JavaScript,TRUE,
fengyuanchen,viewerjs,JavaScript,TRUE,
fex-team,ueditor,JavaScript,FALSE,contributing is missing.
ecrmnn,collect.js,JavaScript,TRUE,
i18next,i18next,JavaScript,FALSE,contributing is missing.
donnemartin,system-design-primer,Python,TRUE,
public-apis,public-apis,Python,TRUE,
vinta,awesome-python,Python,TRUE,
TheAlgorithms,Python,Python,TRUE,
ytdl-org,youtube-dl,Python,TRUE,
tensorflow,models,Python,FALSE,contributing size < 0.5kB.
nvbn,thefuck,Python,TRUE,
pallets,flask,Python,FALSE,contributing is not in Markdown.
django,django,Python,FALSE,contributing is not in Markdown.
keras-team,keras,Python,TRUE,
jakubroztocil,httpie,Python,FALSE,contributing is not in Markdown.
josephmisiti,awesome-machine-learning,Python,FALSE,contributing is missing.
ansible,ansible,Python,TRUE,
psf,requests,Python,TRUE,
scikit-learn,scikit-learn,Python,TRUE,
scrapy,scrapy,Python,FALSE,contributing size < 0.5kB.
minimaxir,big-list-of-naughty-strings,Python,FALSE,contributing is missing.
ageitgey,face_recognition,Python,FALSE,contributing is not in Markdown.
home-assistant,core,Python,TRUE,
soimort,you-get,Python,TRUE,
python,cpython,Python,FALSE,contributing is not in Markdown.
shadowsocks,shadowsocks,Python,FALSE,contributing is missing.
521xueweihan,HelloGitHub,Python,FALSE,contributing is missing.
huggingface,transformers,Python,TRUE,
deepfakes,faceswap,Python,FALSE,contributing is missing.
XX-net,XX-Net,Python,FALSE,contributing is missing.
apache,incubator-superset,Python,TRUE,
testerSunshine,12306,Python,FALSE,contributing is missing.
0voice,interview_internal_reference,Python,FALSE,contributing is missing.
isocpp,CppCoreGuidelines,Python,TRUE,
floodsung,Deep-Learning-Papers-Reading-Roadmap,Python,FALSE,contributing is missing.
certbot,certbot,Python,TRUE,
apachecn,AiLearning,Python,FALSE,contributing is missing.
pandas-dev,pandas,Python,TRUE,
localstack,localstack,Python,FALSE,contributing is missing.
getsentry,sentry,Python,FALSE,contributing size < 0.5kB.
faif,python-patterns,Python,FALSE,contributing is missing.
google-research,bert,Python,TRUE,
3b1b,manim,Python,FALSE,contributing is missing.
fxsjy,jieba,Python,FALSE,contributing is missing.
facebookresearch,Detectron,Python,TRUE,
fighting41love,funNLP,Python,FALSE,contributing is missing.
openai,gym,Python,TRUE,
ycm-core,YouCompleteMe,Python,TRUE,
0xAX,linux-insides,Python,TRUE,
satwikkansal,wtfpython,Python,TRUE,
pypa,pipenv,Python,TRUE,
littlecodersh,ItChat,Python,FALSE,contributing is missing.
donnemartin,interactive-coding-challenges,Python,TRUE,
docker,compose,Python,TRUE,
hankcs,HanLP,Python,FALSE,contributing is missing.
mitmproxy,mitmproxy,Python,FALSE,contributing is missing.
tornadoweb,tornado,Python,FALSE,contributing is missing.
donnemartin,data-science-ipython-notebooks,Python,FALSE,contributing is missing.
chubin,cheat.sh,Python,TRUE,
tiangolo,fastapi,Python,FALSE,contributing size < 0.5kB.
trailofbits,algo,Python,TRUE,
CorentinJ,Real-Time-Voice-Cloning,Python,FALSE,contributing is missing.
iperov,DeepFaceLab,Python,FALSE,contributing is missing.
encode,django-rest-framework,Python,TRUE,
geekcomputers,Python,Python,FALSE,contributing is missing.
d2l-ai,d2l-zh,Python,FALSE,contributing is missing.
sqlmapproject,sqlmap,Python,TRUE,
